Student_ID,Government,Literature,Economics,CRK/Islam,Average_Score,Grade
0b5cea6a-4135-4e8c-b0a9-00ad939b462d,96,83,55,54,72.0,A
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,60,76,72,58,66.5,B
82dc4c8e-36b5-429a-acf5-e81e71316269,60,69,69,60,64.5,B
3c20592f-c04a-46c4-b3b6-3fe1d1843324,58,66,83,61,67.0,B
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,68,99,73,90,82.5,A
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,55,83,83,100,80.25,A
eadf5085-3fcb-4546-8eb2-25790cdb1ca4,61,58,79,87,71.25,A
e45b712e-b822-4688-90a4-44329cd6c852,76,89,87,74,81.5,A
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,91,53,94,62,75.0,A
89c8d2ab-6b44-4a8d-95f2-5073f41402b1,52,84,95,62,73.25,A
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,72,100,89,98,89.75,A
d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,58,93,51,75,69.25,B
39669fa7-5997-4043-b3b1-025bfff9f585,71,73,94,65,75.75,A
3f4df561-f319-4125-87f1-94f9c1156d6d,99,76,55,65,73.75,A
1d48a071-ab61-47b1-b93b-4c3220500494,98,53,94,67,78.0,A
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,94,75,50,87,76.5,A
60141de9-f54a-40a2-a874-66d7ad66a1bd,60,68,55,73,64.0,B
cbd58bf6-1efd-46e9-8e37-14af99b49350,53,50,58,74,58.75,C
a5c5650c-8186-4576-91a7-26095eddbbbf,62,70,96,67,73.75,A
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,65,79,81,97,80.5,A
ef43613c-d4aa-49a3-bed8-c56cda09dfa0,86,84,52,77,74.75,A
5ad5cf06-364d-4c87-bcd0-129d2e8d0e87,51,72,94,61,69.5,B
8e485223-46b9-4991-a14e-b70db380c73a,58,99,54,66,69.25,B
8e200724-7d13-4018-a80b-ac63b856d035,86,76,90,91,85.75,A
046a0df5-cafd-4613-b2bb-912d7da67785,91,52,70,68,70.25,A
5e781fd7-94e0-43ba-a9f9-48b24e6384bb,75,86,61,80,75.5,A
50c7c006-314d-4441-b8a6-171f1ee34dc4,92,82,72,100,86.5,A
bd1531c8-3764-4bda-b108-d4482f65fafa,81,84,70,53,72.0,A
a34b6cf6-2053-4a42-b1af-db65b289f224,50,99,64,63,69.0,B
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,76,89,82,77,81.0,A
26d794d3-0db9-4301-afbb-411aa1235a8c,80,74,80,94,82.0,A
2812859a-1337-439e-8d4f-5d272c7f0b79,88,55,84,56,70.75,A
43b9da13-ec85-4f37-bbc1-a987aff8754d,53,69,53,75,62.5,B
0f44704f-1247-4a4e-a469-98e8d39e198b,81,68,82,53,71.0,A
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,90,64,67,85,76.5,A
054f92ff-f366-4ad4-964d-b03f93403fad,99,53,52,69,68.25,B
f8140102-7de1-4dfe-9072-5b5ca2814044,100,98,73,88,89.75,A
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,50,88,79,89,76.5,A
c2b01cfd-d045-4d1c-a684-09e3f1f8343e,96,61,89,77,80.75,A
e17f29e1-7028-4046-89bc-473fed7bf656,86,64,65,89,76.0,A
d7665cda-fe04-4059-b985-fb6217dc8eff,99,75,69,54,74.25,A
eec259dc-7f95-497c-a76a-a6ced50755d9,97,81,88,82,87.0,A
de9e3757-5260-401e-aecf-67d2749176f4,84,75,66,86,77.75,A
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,83,57,71,92,75.75,A
65c17795-b155-46bc-9f8d-ed9756abf2f1,91,56,62,70,69.75,B
f4427e0b-6148-4bb3-889b-78d5dbfdd97e,63,85,67,51,66.5,B
9e11d2cd-0930-4ef6-8a80-068ddf547e50,98,68,72,76,78.5,A
5bc440f1-4b1a-469b-8e5d-d462cbd00ef2,71,61,96,95,80.75,A
2e183554-cae2-4e66-ae8a-781390e0a95b,59,57,87,65,67.0,B
7f671eec-3da7-4577-aee1-e86b9ea556aa,81,88,63,70,75.5,A
aab612c9-415d-474a-b5a6-69814104a8b5,62,89,72,62,71.25,A
12e89d10-2871-4733-8bed-db12ad77e82f,51,59,65,86,65.25,B
1b4da0fe-7bb3-4605-9a74-3152627b41a1,62,50,81,73,66.5,B
c73f6e1b-af90-4e3c-9d75-0e9890e0b95f,93,97,79,71,85.0,A
e726be23-e776-4886-9534-ee1d7f2984f5,50,89,90,61,72.5,A
088a93ec-70d9-49f8-89e2-60744f1639a0,54,84,56,65,64.75,B
80759f1f-87e5-40fe-9da8-d6d2f8b38a8b,69,70,96,55,72.5,A
f7a67b94-7b5a-411a-b1b6-4afed31edf1a,51,71,97,62,70.25,A
1346d1a9-f680-4cdb-b7e4-90c71d7bc313,67,50,86,64,66.75,B
65bcc272-fadd-4ea3-aca5-e2fdb966442a,90,81,89,81,85.25,A
618ae305-95a5-4afa-831d-029fac1e86d8,92,83,62,95,83.0,A
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,79,56,94,51,70.0,A
8a4a0e2d-f22b-4b98-b24c-c64fbe3e6e57,68,85,56,68,69.25,B
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,53,86,80,92,77.75,A
71d79665-7181-4dcf-b79e-fc6e5edb0d3c,71,82,65,53,67.75,B
e6d5901d-8b62-4d41-9e09-a9eeaf88bdec,61,69,53,82,66.25,B
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,52,61,83,51,61.75,B
fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,86,86,73,78,80.75,A
ddcf8766-a93b-42cd-9c24-220e2cabd7e7,66,56,88,57,66.75,B
040a3aae-52e2-4fd9-96bf-10ab3ce915e7,88,91,91,58,82.0,A
104556e5-bee3-4b79-9d18-1ee986ad8a8c,71,76,63,56,66.5,B
4d37a539-857d-43b3-a8ad-df36ddf275eb,75,69,96,95,83.75,A
b64fa54a-8c61-4654-95da-75c1a21150f9,54,99,97,58,77.0,A
6e218b09-9afd-4015-816b-cb9f7426b193,95,93,62,67,79.25,A
8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,73,90,91,64,79.5,A
d3d1bf0f-56c4-48e4-a9ef-afb13a7e8e14,87,98,74,100,89.75,A
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,50,71,50,93,66.0,B
dfa4bb9f-5a85-4750-a92a-c1391f4a8ca1,81,74,91,98,86.0,A
9f294a8b-d184-4c39-8476-7556f97be2dd,75,98,88,92,88.25,A
b18753e6-d457-4ad9-a867-a096edd877c8,70,70,68,51,64.75,B
59dcabd0-56fe-4fb9-abe9-e2074f199ec0,62,70,65,70,66.75,B
bdb025ff-2451-45a4-91d0-59b26699cd99,69,83,83,95,82.5,A
74222167-6b7a-4460-a04e-46cb3712f2d1,68,84,51,89,73.0,A
14e286e5-ac89-46bc-8cbd-3c039e2aa4ac,100,60,94,80,83.5,A
372f871a-45ee-432d-aa07-f2137129cec7,73,83,78,64,74.5,A
97d7a560-adb1-4670-ad9f-b00d4882d73c,83,93,64,64,76.0,A
345512f7-01f7-47ec-8e06-30cd996d5c50,95,67,91,69,80.5,A
6de59332-9364-43d0-9024-bdc6dcb33df3,83,63,68,63,69.25,B
59e1ac09-5970-4859-86b6-e4ade7ea8d5a,88,79,50,100,79.25,A
4187222b-257d-4e52-9a51-65ca3c7c1d85,75,95,57,74,75.25,A
ae5ec365-72eb-4474-9458-054ec2874f06,67,82,87,66,75.5,A
f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,86,98,88,95,91.75,A
09a0a0f6-73b0-4091-b634-c1694f76e388,69,83,81,100,83.25,A
171dabf9-daf4-41a7-ba34-d2e8dd3f7d7e,87,53,82,100,80.5,A
9ae1a991-524f-43ff-b030-7633a6ded1d8,96,71,72,69,77.0,A
b526b22d-3f6c-41f7-8a05-37f02c2cd22b,87,50,73,80,72.5,A
eafde7d9-5f73-4a3e-9d28-6aa428a39779,56,78,88,63,71.25,A
a181c85e-ca0a-46ac-8d67-d38e990f0c5b,100,53,88,97,84.5,A
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,69,65,60,76,67.5,B
14dd5061-5557-46f8-a67e-ddcedf8f4197,93,85,58,97,83.25,A
31274148-7c7c-404e-8422-d03ef29a6339,51,100,90,69,77.5,A
c8a723e9-bfa0-46c2-809c-b50648f1096d,59,92,68,56,68.75,B
c4f9eccd-7630-48a7-b0ca-fdd8fc043f08,61,55,53,90,64.75,B
5f07c1a5-dfc6-40ce-bb07-fd31a4244f23,55,54,54,87,62.5,B
1578d709-48f9-43d0-9fea-e1e0d9e604b3,52,59,50,77,59.5,C
177a8a5f-6ffe-43b3-94bf-7a4b25b8a42f,81,61,87,99,82.0,A
6a36af18-06d3-4b93-ae33-688d597e6845,81,93,64,80,79.5,A
25637cc3-ca97-4bf5-95d5-96afa663d2cd,63,56,70,67,64.0,B
c24369e7-2387-4af6-94c3-a832b231c60b,91,91,87,52,80.25,A
3735262d-4184-4b03-84dd-7054144823f7,51,63,96,72,70.5,A
c6b33fe6-1c76-4df6-ac5a-6c93871c0884,88,96,89,81,88.5,A
9f708368-cb3c-48ca-a392-57316b79afcc,95,93,78,92,89.5,A
5c508720-f982-44e0-8603-156a15eacbcf,60,95,54,94,75.75,A
7a8104de-b205-47bb-bb16-f75776f186ab,64,55,85,59,65.75,B
f4dbca07-e506-4670-b092-947dbe4969ec,62,64,85,68,69.75,B
727716ec-59fe-4bbc-b1a3-fad2b0946d2a,69,70,71,80,72.5,A
a3b442bd-4649-4296-af58-42c3ff86cc31,79,82,74,100,83.75,A
83599af6-5d01-455f-a7fd-64c4a334058a,62,95,68,63,72.0,A
ad973b67-9b89-45cb-9942-644c248d31ec,99,56,77,76,77.0,A
5cb5e69c-5dc7-43e6-a529-64ffc74cc890,89,91,88,54,80.5,A
5ef787b8-f2e6-495f-b32e-2016add702c9,95,69,77,92,83.25,A
507b9072-65e5-4f34-9df0-6e8c878aaed9,59,94,62,82,74.25,A
848af440-7fc1-4858-afa0-d842bc55300b,82,90,76,100,87.0,A
36ee1640-723e-4466-b43b-d27f42a259a6,58,55,69,71,63.25,B
4a552ea0-8acb-4e09-8ccc-9cea109fd8ee,58,98,61,83,75.0,A
3c9abe10-238d-4f44-8ac4-d0eb3373730e,71,60,70,85,71.5,A
fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,66,62,59,61,62.0,B
20156a72-12e1-43a6-932c-ae01d2c65ee4,68,82,93,86,82.25,A
21084dd9-f75d-4e3c-848d-56502e9522d6,90,64,91,75,80.0,A
f2d3f761-0ba3-4279-94cb-056407437c3b,69,88,90,71,79.5,A
dc8a4922-5005-480f-a4c7-78a59b4e164b,87,76,98,51,78.0,A
6b0ae0e3-9d89-4047-9d39-d7936257a4a2,55,68,97,55,68.75,B
b89bdf7f-93e3-4c35-af0a-573d53d2d56d,71,77,67,56,67.75,B
e10b1a47-7fae-4748-b781-321e83c501cb,83,82,94,70,82.25,A
3da06476-f778-4676-b50d-112e8164ceec,70,65,94,56,71.25,A
22498f66-6e51-484d-9b84-edc3d8e049de,86,66,81,98,82.75,A
0d18ab95-668c-4477-8b95-017c5dae1201,55,69,66,86,69.0,B
734a6ca3-8116-43fc-a2e7-c1a612d2fa06,95,57,51,61,66.0,B
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,52,58,68,76,63.5,B
5d986115-f05e-4efe-8ece-112856ce4b42,91,56,90,88,81.25,A
9dd2f9de-fd98-4e33-a498-abe92999bbef,75,78,99,84,84.0,A
9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,54,65,64,87,67.5,B
9293f705-0815-4147-be00-980eae441e21,89,83,98,92,90.5,A
69b7c0fa-26c4-42f6-ab35-2f85504e2687,70,92,56,57,68.75,B
d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,67,98,63,89,79.25,A
ff84faef-5336-423b-8f96-468535145890,79,76,86,51,73.0,A
cdbc2c1c-a4af-47bd-ae45-5cc6b88e830f,100,51,93,93,84.25,A
b0b39015-3510-4852-b474-634949fc2cd8,94,72,82,92,85.0,A
ae62990c-19bd-4f93-b8ef-7666b7a4c719,73,83,81,86,80.75,A
4988e418-f6c3-4218-8183-6315330f8be1,64,65,58,50,59.25,C
3b72c86d-92fa-475f-a6fd-0cb116e6e5c0,73,93,82,56,76.0,A
6afa828c-2cd1-4b9f-abe5-841fe9c96c52,84,80,95,56,78.75,A
4c636e95-025f-4543-8997-623ae0723d96,67,56,70,67,65.0,B
45d8a6ad-77d0-459e-8114-14f8d9df0d0e,63,52,77,100,73.0,A
53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,84,94,56,65,74.75,A
546252e7-f43b-4052-8459-bd6ec0f63229,52,79,76,92,74.75,A
3c7e5368-b159-4847-9c0b-9b10a757cb10,86,52,51,66,63.75,B
ec50ace4-80a5-4e65-afa2-855967c96204,94,94,79,99,91.5,A
74797b61-2737-4b52-ba6a-210722319050,74,81,98,92,86.25,A
c1e1b94a-7888-4058-a9ad-0e9b8c9aa1e9,86,60,88,88,80.5,A
98874bfe-c136-4c65-ae2a-e3413f59e4f2,91,67,91,80,82.25,A
4ee4334e-ce92-4136-ac3a-812f765e6cb5,52,96,97,79,81.0,A
22ab7752-c4db-4a62-ae13-418d68ab80ea,59,85,70,96,77.5,A
f6d22a7b-aec7-4a82-948b-4376602a4e57,61,82,66,98,76.75,A
fe2b34d8-2db0-428d-9e5e-be5459077299,58,96,72,82,77.0,A
6118433b-882c-4d1e-ac93-a7918b60c511,69,89,96,96,87.5,A
e00da49d-effa-4002-b040-413c4690fb15,65,57,55,89,66.5,B
7249f62c-0898-4462-980c-b95c19d45deb,97,87,71,93,87.0,A
705fddf5-66fa-4ca0-8b53-1932bd9419aa,56,54,76,65,62.75,B
fe54ee4b-80ff-4173-a3df-ecd70e731dd7,56,80,91,86,78.25,A
c5c51060-9911-41e7-93d5-63ae51a3ac26,71,59,55,54,59.75,C
39b02e2a-d96e-484f-bdb0-174e7938878a,76,96,56,99,81.75,A
69a53b4f-8ff8-469d-8ec0-713dea2c7a51,78,55,68,69,67.5,B
12a1fe7d-dfa5-4722-8a1f-c9df9a591974,92,68,71,61,73.0,A
3579c143-7ab9-4428-b78e-65108f10d33e,80,76,62,54,68.0,B
b2149062-3e1a-463e-aa18-d32c7a9a8ef5,71,76,61,52,65.0,B
48769153-c688-43fe-9255-5c758d55119e,90,67,77,57,72.75,A
e1fff6c0-8347-41da-9c11-ab6d42f5b3f5,87,92,99,55,83.25,A
340029c3-ea11-405b-91fa-cefad6f89f7a,77,59,89,100,81.25,A
32399ffb-2704-4f25-8b91-b8cb6ae66582,87,88,54,74,75.75,A
bd5609c4-a446-4663-b93b-17fbf76d15fd,100,89,98,71,89.5,A
2f1dc121-7d02-4c6d-8bea-75c1b86677aa,63,67,87,63,70.0,A
2332a50e-6992-496e-81a2-5ed1c3abb5f1,65,85,68,66,71.0,A
74bd0c93-8177-4661-b7fe-032c02571851,73,83,88,97,85.25,A
a8c6dbc0-7bb3-447b-a9aa-144b9dd43675,73,95,80,62,77.5,A
f090f5a0-ce61-4199-ae3a-0ba8ac8d6c7d,74,62,77,68,70.25,A
9ea9f508-3122-4592-bdb0-2235261e2555,52,61,88,75,69.0,B
f5948a54-5f80-4eeb-943a-9aff659b0105,56,87,55,92,72.5,A
d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,51,68,95,57,67.75,B
67c0518b-17ef-4621-881c-79d4c27437eb,89,98,67,60,78.5,A
152aeaec-2bdf-4b41-b3ed-a8f1026b5383,61,58,63,68,62.5,B
45667c48-79ba-430a-9118-c400e336c243,94,54,59,98,76.25,A
6243bed7-54ec-4f33-8a62-4cbde582b678,66,61,95,65,71.75,A
9aec56a8-5731-4609-9375-ee90d6b361e4,64,64,78,59,66.25,B
601bfbcb-f0ee-4cce-8d93-e14a5b167158,74,77,90,61,75.5,A
8de1596c-5a9a-406a-96f1-42a206b919aa,53,85,90,88,79.0,A
69ef74e3-4ab6-421c-8328-c136629ef3d8,65,96,74,60,73.75,A
75366b9f-320f-42c0-9dde-01889803b22e,69,65,80,91,76.25,A
614077d3-9ec4-4a48-9773-f98d550c2fe9,97,51,85,86,79.75,A
7aa061e9-336b-40cb-b1fe-ad13f280df1d,87,90,76,84,84.25,A
a205e54f-b1e8-409d-bc20-b9f24a9c589e,98,88,61,81,82.0,A
5d71a898-6497-4593-892e-8c93d105c8d6,73,76,84,59,73.0,A
c4829b71-ae84-481c-ae0f-b5b38bae591e,95,51,63,54,65.75,B
6b15c11b-b113-450b-9ea0-50c6eb9ed274,65,52,83,65,66.25,B
98049562-8972-4bbd-8ff2-b1c4e53f9644,89,59,94,81,80.75,A
f780ef2f-664d-4922-a590-fd3cad6ecc57,88,59,89,54,72.5,A
38d5101f-423c-4d9d-993e-478302b34254,77,92,88,51,77.0,A
ff69723d-584f-485b-a697-384d801e8690,97,59,58,88,75.5,A
2fb70dab-2f38-4b43-a137-f8e467b13040,83,81,98,79,85.25,A
7317591a-3283-4aa4-a212-ab7c9d361cb6,71,99,51,94,78.75,A
5da49cb9-2fdc-4992-8971-8eeadf3a098a,96,76,72,75,79.75,A
eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,72,69,87,100,82.0,A
93267d25-234b-4562-98af-5cca6b11b7cb,61,89,61,81,73.0,A
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,66,64,71,72,68.25,B
dd92dd7c-0db9-47a9-9e91-a71c7374ccbf,64,60,98,57,69.75,B
71a0449d-d703-462f-b5cb-e3f56a66c184,74,61,96,50,70.25,A
398f569b-465c-42cb-885e-b4894ac66780,79,98,90,97,91.0,A
fdab3441-d2c2-4960-8b09-01abc66dceb3,52,99,51,53,63.75,B
0840405a-ffd2-4491-9ff3-89aa4c36a70c,100,61,83,69,78.25,A
1e0d02b5-fe74-42cd-9d83-ad037066e289,54,99,90,76,79.75,A
2b1ac76c-89ec-4c51-98cb-aa5247f53019,99,63,72,61,73.75,A
0f2d5c15-eb34-4d3a-a95e-5ea9c9230c64,65,97,72,77,77.75,A
5274ee11-b61d-4906-a570-35db3fead90a,97,78,72,91,84.5,A
a1e518a2-93d2-48d4-a465-5c397d4d2add,100,100,65,65,82.5,A
17d821b8-bb93-4d40-98df-f535c62dbaea,92,80,81,79,83.0,A
cbb18c79-1036-408d-99a0-90075bb47c18,88,72,85,93,84.5,A
4d470ed6-a666-4769-a1d4-6f8221c50e41,69,100,53,80,75.5,A
36a2c52b-0047-4139-985d-f528b4258e19,61,98,100,73,83.0,A
7a4a902f-21d6-4b0f-b1ac-040d6c1cc405,66,77,50,51,61.0,B
a43e558c-2215-4f00-9fdf-0e05c0cef31b,67,62,78,55,65.5,B
59e7703a-70aa-4b0d-aa03-8ad4a667b982,77,93,87,98,88.75,A
f0f7ad22-c76a-4e0f-88f0-91f09b8b38ae,91,83,50,98,80.5,A
89a3c811-895c-4fde-a3fa-40691519fd38,72,61,55,55,60.75,B
f96c9a0a-3404-402a-abc1-bb5282e4dd4a,85,82,66,62,73.75,A
a65be22b-d5a3-46d9-8362-a810a2611b8d,98,96,53,67,78.5,A
3d175712-d8b2-4277-b413-db19bade8d5d,54,73,78,59,66.0,B
23204ff5-b538-496c-833e-02f71e93d127,51,64,53,58,56.5,C
d28fcf68-c871-47b3-8468-b74d85e3ade5,56,77,52,78,65.75,B
861b4f5b-45a0-4539-ade8-370ace9e9ebd,60,56,98,90,76.0,A
c5f8e2f8-414f-4994-a845-77805e20c957,89,71,86,80,81.5,A
eb93f78c-620a-4158-9d2d-904f78c59073,60,81,66,82,72.25,A
51e744e4-b864-4a08-aa75-752d6a8fcacb,77,81,91,55,76.0,A
e0827f76-11a5-49b4-a6a3-02d6f43e8c48,56,90,62,54,65.5,B
74ed5145-8d97-45c7-961d-5c8753c9fe59,92,50,71,52,66.25,B
34879e41-1a9c-472a-8eb9-047dba2ac3d9,80,94,69,93,84.0,A
247296a4-ff38-4918-b8f9-a45d0f554896,98,67,63,78,76.5,A
69be173a-850e-40ad-9872-f72ee5b4a1ae,87,68,86,84,81.25,A
8163b6ce-1877-4c06-94ad-625215bc2a3e,71,87,80,53,72.75,A
a995ecc3-6f5b-49a6-8ff1-c51f915cb31b,86,62,82,63,73.25,A
25f88c74-53ea-4919-9b48-62c2d5ff2a1f,53,52,99,100,76.0,A
668c879b-d2dc-42c8-b2b8-d8aa21768dd7,64,75,89,72,75.0,A
eadc9960-4242-41e2-960b-e0f495132c22,53,69,61,65,62.0,B
cf2e3296-7184-4713-a55f-65b7e709fba6,55,99,58,50,65.5,B
f1394e3c-0aee-4557-9f5d-f91254e07431,70,81,97,69,79.25,A
620d4a1f-479f-4628-9674-eb650f9c5300,76,71,86,68,75.25,A
7acc9970-5bee-4570-b69f-75c5c82ba1be,58,92,64,76,72.5,A
3b964c74-ffe6-4994-9580-4c2ac44fc4b8,68,94,93,75,82.5,A
ca8e858c-d0f8-4063-889f-e107443b1d0f,93,98,93,82,91.5,A
3c8e9d78-2d14-49f4-ac78-644fd86065a2,55,91,58,84,72.0,A
0e61065f-171b-4b80-89b7-fdf77d8d3ddd,63,87,76,66,73.0,A
1c654aa2-c63c-421d-a443-5958eacf33a9,99,53,73,69,73.5,A
a981fa54-f121-4129-b45c-9a545fa3a531,97,91,77,81,86.5,A
b509f08a-2c98-4bca-9139-7c06a630ad9d,63,77,51,90,70.25,A
aa604892-3926-42e9-9b58-eb49c9784b52,74,57,91,83,76.25,A
9c8379ae-f7b0-4805-8f0d-f860ebc92914,73,95,97,75,85.0,A
13eb22c9-bece-421a-94c7-743b2401342a,83,77,88,84,83.0,A
d2586d90-16b6-4f61-b68c-62e6e2a45909,81,57,64,54,64.0,B
e1bbb8cd-7e3a-4f07-a9fd-28e6e271fff9,68,95,83,99,86.25,A
93fb71d0-dd32-4d9c-89ea-356a7abfcebf,77,78,66,59,70.0,A
e34f76b4-2b8c-43bf-9780-be1712fecc2b,93,100,63,91,86.75,A
5683ede0-17d5-4563-ba60-ede1e5eb772d,67,88,72,56,70.75,A
a754a29f-f143-4545-ae6b-34b907ef2ba8,75,77,86,64,75.5,A
a91cf192-43e8-444b-8a45-a905badf9397,90,90,87,53,80.0,A
7daec949-d700-4461-8cb6-b0ba925f8199,62,72,70,56,65.0,B
e516b0d4-7d35-42cc-b88f-d0cd65c06b93,64,50,64,50,57.0,C
efb56207-ddec-440b-afe3-af13891778e8,60,66,76,54,64.0,B
da9bccc1-e71c-481a-a511-e61a143665f5,92,54,83,83,78.0,A
2acb4fbd-fbff-4a7d-b2f5-b1762c41cbd3,54,84,67,58,65.75,B
aee14f87-fcff-49e3-940f-f5896c624c2c,74,81,65,91,77.75,A
8d536c75-65b9-4e94-8e6d-e263635a775d,70,60,95,74,74.75,A
910c4cb7-25f0-4b0a-a64e-f59d6a18e5af,69,51,66,98,71.0,A
dbb54645-7dda-41b6-97c4-caed47c4cc51,65,71,91,81,77.0,A
be64ac2a-f966-41a5-8cec-495b226716e3,62,80,51,62,63.75,B
16db80db-a543-448e-9adf-e9816ab19e15,88,87,67,62,76.0,A
84396fc0-c26e-4706-bc05-9799bdae8eff,88,56,77,87,77.0,A
2c7a0d31-0769-4583-9194-821ee11bf0d4,69,71,100,67,76.75,A
0cf173f9-74d9-41f5-8877-58043fde9814,76,66,82,61,71.25,A
659e0258-814f-4657-b6d7-0561d2d14ef5,94,88,83,67,83.0,A
7233d5af-9813-4da1-bd21-20ad5f59fb4d,71,78,50,53,63.0,B
39a0f145-a5ba-4050-b8aa-76dfdb6ba39b,87,95,96,84,90.5,A
f796611f-c7c1-4b1b-9d58-631b052226b9,85,71,57,57,67.5,B
cd0579e2-99e4-404c-ac56-e0cda5ba2472,77,98,86,96,89.25,A
37dc8c78-4082-4cda-b580-e4e959450186,61,94,66,64,71.25,A
01e187d8-1a31-4044-95a0-f35665abc9ff,51,98,95,82,81.5,A
a6c681b0-e472-4be5-b3c2-944ab60a3dcc,64,73,99,100,84.0,A
db7904e0-ce30-461d-8e88-c8ece651e3e1,68,55,54,69,61.5,B
b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,64,80,76,92,78.0,A
5bc677ca-abff-4286-b0cf-9d73e8121ef0,92,51,55,69,66.75,B
4b356e9a-2e5e-4b6a-8ee9-581ae061f65f,75,69,74,75,73.25,A
e9a1c6d5-c34e-4baf-8f1c-b2ccceef9fa8,56,80,61,64,65.25,B
fc9476b1-a18b-4d15-9527-34077cd2192f,98,63,94,59,78.5,A
c606ddc4-c2dd-401d-b59a-15334605ec0e,87,53,56,92,72.0,A
c1c0c5e3-527c-4f50-a45a-87e8039a8ed5,51,62,85,77,68.75,B
059c1ba0-bbec-421d-b610-901c2196b3b5,64,74,86,99,80.75,A
600c9c71-0990-4647-8ac8-d87ea689d07f,72,78,51,97,74.5,A
0c472187-fea3-4d37-980b-68530c7031eb,88,74,92,63,79.25,A
af8ca888-b1f8-4ad9-b49b-508927335670,57,79,64,84,71.0,A
9f6facc1-451d-48fe-8532-fc74a9987bdf,67,76,84,73,75.0,A
9e21741f-b801-4026-82f7-38611adba8cf,51,56,79,52,59.5,C
c72850c1-3322-468b-9be7-8aec32da81f0,61,55,84,82,70.5,A
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,90,75,52,100,79.25,A
0279e2ab-0bbf-4334-a3ea-2d7fc219a845,56,87,79,63,71.25,A
f480b91e-700e-4efc-a4ff-c31a5b86ea69,81,83,60,55,69.75,B
7b90942f-973b-4977-a946-28206a80cac2,67,65,61,84,69.25,B
9c81fc46-5bcd-436c-8777-4fae613758c3,94,54,62,51,65.25,B
b9493906-939f-44eb-be5e-215ec47cc30b,54,63,75,85,69.25,B
b0309aaf-85ea-46e0-84e3-b774569adef0,62,80,73,99,78.5,A
9ce7eed1-fcdf-4961-a45e-2ad08eefa5dd,88,76,75,56,73.75,A
7eef09ab-da14-4a47-b823-51d9d94df188,82,86,73,60,75.25,A
a335b2c8-9e7b-4e95-b692-641a9aad10ce,99,89,61,69,79.5,A
57423882-f34a-4949-b4ca-0ad7abe5be96,96,92,83,81,88.0,A
c47566bf-8f66-4bbd-94fc-286f74577d47,77,52,50,97,69.0,B
7e0f60b2-2a06-4609-a599-bd3c0bb81d38,58,79,59,91,71.75,A
ac117bab-d664-4fe8-a21c-0c06ed376567,55,86,58,95,73.5,A
6ecca931-ef70-4d01-8da0-3d880c6f3051,72,84,70,77,75.75,A
9b2d5a2a-99bd-4240-a853-5961632d0302,88,84,61,76,77.25,A
b148b2a6-ea79-47e1-9be7-02abfac08fc4,90,62,62,89,75.75,A
37a3c30a-a1f0-4a7a-8db7-8572ef7db821,82,60,81,97,80.0,A
21f6c63d-ac20-4f11-abd3-3927586528e6,71,89,84,85,82.25,A
b5d9ad36-5287-464d-a30a-6658b1be6df2,95,93,53,95,84.0,A
b5caa993-aaca-4101-b153-0f689215583a,62,56,63,51,58.0,C
6c21835d-d8e8-497c-a0a2-59014932936e,65,92,57,77,72.75,A
396c357b-dd66-4071-8fd7-b1a1bd4f6118,74,74,99,79,81.5,A
b2357a3c-cc7f-4517-8bfd-4a31c8c85ad6,68,73,88,72,75.25,A
c9c1ad45-f4ea-4b97-aaa4-15b56336c815,81,63,68,76,72.0,A
