Student_ID,Biology,Physics,Chemistry,Intro. Tech,Average_Score,Grade
6fb78271-504d-481f-8953-5b63ba81edd9,93,98,70,50,77.75,A
f0b5156b-b82c-4074-afd5-dea589d7fd6c,57,72,78,50,64.25,B
ebb7a385-aa0b-4b14-b2e9-702d11e9cdaa,58,77,51,93,69.75,B
81d2c7de-4ce1-4b90-a669-7833b841d0a0,75,72,94,61,75.5,A
311c6eb6-2095-4ef6-8ded-f9fb4bb00f20,60,65,83,82,72.5,A
c9277d9b-6e0d-4648-b5ce-884149732d6c,79,89,75,72,78.75,A
48a639d0-15b5-4908-a8aa-71582b70e525,79,65,74,92,77.5,A
fbe33b24-3eae-4032-8bd4-a9900640be0f,60,52,53,98,65.75,B
3805f907-6cd6-4193-8746-8f591b494e15,64,58,69,73,66.0,B
8f15ba58-fce6-4504-87f8-424daae65fc1,92,76,66,63,74.25,A
dc8aee30-be60-43f7-a8be-9288e5af6e39,81,55,51,72,64.75,B
c715b2b9-c40c-4d91-86fd-e062a33dc7af,89,88,88,86,87.75,A
620e99d3-3b33-43d8-a69c-d696236c7b87,87,83,68,98,84.0,A
7746d0ba-8ae8-405b-94b4-a48268586eba,52,95,91,63,75.25,A
f2311f17-9586-4a76-8511-55ffe7a37e81,57,76,65,90,72.0,A
f1578470-0182-47c4-ba1b-58066160a6b4,87,91,52,79,77.25,A
45df16b6-382c-443f-bcfc-9b793875394c,50,54,94,50,62.0,B
b963f37f-6781-4c1f-8c53-0e36addc3e13,65,54,82,94,73.75,A
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,51,95,50,67,65.75,B
dde9f863-22bd-4388-adb9-9102a48b3dbe,81,71,64,67,70.75,A
9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,88,57,90,83,79.5,A
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,51,100,51,51,63.25,B
5cb85aed-f5f6-4c97-aefb-63b11b049863,95,98,65,88,86.5,A
859131d2-bbda-4242-ad17-4fc96f7c15ea,94,84,92,84,88.5,A
ab0e664e-9c3e-42d5-91e1-aa9676f72255,90,97,61,86,83.5,A
5a104129-54ae-4d1b-8ce6-424dbef59fe6,55,87,66,62,67.5,B
d52721e7-19bc-443e-bb02-bebb48729a4d,61,57,59,87,66.0,B
2067bdac-88bd-43d1-b540-b30e039f3a25,67,85,61,80,73.25,A
7a8d03aa-782a-45e0-88ca-765192f5df7b,99,100,54,88,85.25,A
8edddfcd-1e52-4770-bf89-7142fe716b14,59,77,60,51,61.75,B
61607459-85c7-404b-8693-da1139c6a1ca,56,58,96,92,75.5,A
9191b363-4e2d-4645-adc7-cac7fd72b050,56,57,93,62,67.0,B
a021c0ca-3531-468d-8342-bd2bf295456e,65,96,98,82,85.25,A
49c13de7-3b42-46c5-885b-15fb4a8ff810,58,84,65,80,71.75,A
1d61fac3-6cd5-4859-b2a4-47b2ef04e57d,80,97,91,80,87.0,A
706c5c56-49e2-423d-abd3-461691b78d8e,71,58,73,55,64.25,B
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,82,82,89,61,78.5,A
7135f221-a6c9-437f-84da-d06a7872bdeb,70,95,63,85,78.25,A
c5c5b37a-f85e-46a1-9dad-09b252c21221,82,70,82,76,77.5,A
764414fd-8ae7-49ed-9e8e-de0ba85c6e4a,67,54,82,69,68.0,B
71299889-a01a-4992-bf9d-3e64c1a6423b,57,50,60,77,61.0,B
b5b453ca-3d42-493c-8c9f-d3349bdf0377,73,85,98,66,80.5,A
78e3654b-faf1-4ff0-bb85-179ad5b077e0,54,93,67,65,69.75,B
bf0d073d-821c-4336-9970-cf60ebff8d15,76,71,88,70,76.25,A
57021049-6a39-4aa6-9aba-c50dca3dd859,59,63,61,86,67.25,B
d664d264-4c6e-47ff-b9de-7a3a486822b9,72,80,88,87,81.75,A
7bfdcc12-89e0-4ab3-b250-ee18260a5962,92,93,98,80,90.75,A
69288e92-c68a-452f-9b23-aa8c3bcabf85,57,61,69,90,69.25,B
2051acef-097a-4e10-b6fe-bc0e7ecddbaf,88,79,75,89,82.75,A
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,81,55,80,66,70.5,A
f84f16b3-a79f-4faf-9ef5-768968f45bce,73,65,59,97,73.5,A
1723199d-bf2c-44a0-ba3c-8a71ff574e2b,53,54,64,69,60.0,B
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,76,67,79,88,77.5,A
b0b862ef-6c9f-42b9-b647-8986a3917c99,94,96,73,58,80.25,A
059dd55d-4b94-4e30-b303-f438fe2110d0,98,86,63,86,83.25,A
30ac7d7b-a2f9-43a3-b810-ae665a31b4cc,79,92,50,93,78.5,A
2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,55,60,50,71,59.0,C
6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,75,99,89,79,85.5,A
43b38eb4-0390-4c5d-a502-d6a2ca6a2224,62,88,64,70,71.0,A
9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,68,61,88,56,68.25,B
0b9bd934-23c8-4d30-9dde-7969688613db,90,70,50,79,72.25,A
899ca782-e323-4d1a-bc1b-dacc18e19331,93,54,88,100,83.75,A
f8999246-98de-4ebb-a3b5-cecea446be72,98,73,70,66,76.75,A
34885a46-9088-4eaf-8977-6598203c8c25,84,93,95,99,92.75,A
3ba5cd2f-dea4-4c19-9024-3d723748967f,84,82,59,83,77.0,A
38b77c07-80fb-4296-b3b6-a09b1beaf6ac,96,85,58,79,79.5,A
6d204496-66d0-4371-98e8-8ebb7a9e8eef,92,76,53,74,73.75,A
5275eb94-14ae-4f5c-a636-58c912d0498d,93,64,83,89,82.25,A
4140752c-aa44-4259-9001-8b7b6d4067f4,60,64,59,75,64.5,B
15da705c-d4ef-40aa-975a-81ec112fa612,86,90,69,65,77.5,A
49a214ae-f7e8-48e5-8d2b-91efb8976ec5,53,93,64,98,77.0,A
7b70c3b8-a81f-4ec3-a79c-658a36760ce5,92,58,57,80,71.75,A
47503f1d-c33a-4f6c-9d69-1fba5e187b24,72,90,93,100,88.75,A
98a21f1c-914d-4fae-b100-13a7c6deb2f0,59,81,87,79,76.5,A
1eb74b56-53ff-43a2-8a19-35014169b9fc,83,85,80,70,79.5,A
3ae88926-b423-4cde-8857-511761554667,67,71,85,53,69.0,B
bdf66ba5-dc9c-46de-a5a6-74c212738a23,82,95,92,92,90.25,A
f758dce2-0556-4aea-a7b0-32831d7c0098,78,66,89,68,75.25,A
5ca260c9-eb76-47c9-b08a-4895d4ffa666,66,84,83,86,79.75,A
1422373f-8622-48d1-a683-e10796c044d0,87,78,86,75,81.5,A
138d994c-2b0a-4edd-8774-44cb5543fc3c,77,59,100,67,75.75,A
f387e1bd-2d59-42c6-934a-5a2fa7cf705c,51,94,57,82,71.0,A
cbdc4318-4d85-43d2-a1a2-748571348c2a,100,88,52,81,80.25,A
bd29ede9-cab4-423b-b448-83858de7ad6c,57,78,51,77,65.75,B
d65e59dd-e62d-4d06-8f9b-85581a7f195b,61,63,83,88,73.75,A
a981b098-b2cf-452d-a7f3-33b3f7baf55e,57,64,81,79,70.25,A
a4bbf962-606e-4e1c-8f15-84494f40c22f,73,98,92,95,89.5,A
ff4625af-bd20-463b-b275-b5f3d436a7a8,86,73,77,90,81.5,A
04aac1b7-5ca0-4428-822c-4d326c645c15,61,56,78,78,68.25,B
81f7f3fb-19e4-4c6a-89c2-3e69d82c7565,90,77,71,100,84.5,A
e05b46c5-5636-4094-a974-31db09a9d1c1,55,75,91,96,79.25,A
b15e54f6-d4d3-4795-ae4b-ebc429890880,98,62,74,79,78.25,A
5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,80,85,85,80,82.5,A
e76adca9-7811-4802-88cc-7cfecf01f944,57,95,55,94,75.25,A
331f63fb-d11f-48c0-a97c-a4fff75d599f,81,62,72,64,69.75,B
397b5f51-5ffa-46ef-94e4-180cfe9936a3,58,81,78,99,79.0,A
a1c7cc8a-0435-4b64-893a-d23298c3e3ca,92,85,93,81,87.75,A
5a5226e6-9d64-4932-8066-853d6de299a1,71,94,86,78,82.25,A
0534a101-8ddc-4719-81f3-8dd4fd034ada,68,99,87,62,79.0,A
bf5023f4-40ef-4935-9f90-bed6fb25664d,52,69,68,87,69.0,B
1a89b71e-a0d5-42c8-a837-fe68bba205ca,78,76,75,89,79.5,A
56ab087a-8bc7-4e81-9a30-45280b599562,59,53,86,98,74.0,A
0977c513-752a-4d25-b190-1b7ec6b469ef,58,66,82,73,69.75,B
4f612217-eef1-4694-90ca-e32d0aba590e,57,64,75,67,65.75,B
a59b457f-c0d7-4c73-895f-fa8140d92bce,78,59,84,100,80.25,A
45f18619-54f9-4429-a7de-02ccdda4f4a7,50,87,94,51,70.5,A
cc1b4157-ec9f-4c54-9e0a-72ab7f5db163,86,64,89,56,73.75,A
febec0db-9a3a-4103-ae3c-453214348f62,96,91,90,61,84.5,A
4baf0f5e-a932-4094-93f2-8f11147f6570,97,96,59,72,81.0,A
12f5131a-da52-42ee-a2bf-18f51f652a87,95,83,88,79,86.25,A
f7b217c7-ae92-4a71-8f7d-cb431679742f,94,63,67,85,77.25,A
2c913a7c-a340-4f08-b341-91b8ed6522b4,66,79,63,50,64.5,B
b788f5d1-ffe5-45f6-a5ed-cfe34f2dad3f,87,66,71,83,76.75,A
20da8972-5832-4ee4-8471-b4b0ae1b9f69,74,55,50,98,69.25,B
4ddb1b36-272c-4588-84a2-576c1fc905f8,64,88,62,98,78.0,A
84d67c4f-f0df-4684-b28e-41225894f7f1,58,81,76,86,75.25,A
46426c45-8d03-417a-b4d3-75c1a29319fa,95,83,86,80,86.0,A
9780c215-2b2b-48e9-a417-c09380a8a23d,62,82,62,85,72.75,A
566e3cbe-9aea-422f-a6e9-87cab87b6384,82,58,89,77,76.5,A
9e3c5a88-6aa5-4e6d-9277-9574c4576cc3,59,57,52,95,65.75,B
4d560a3d-f4e7-469a-a454-09374a27ebf2,78,55,63,75,67.75,B
2877f5d9-0f56-45f8-b048-faa112ae5c22,89,63,98,77,81.75,A
c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,92,83,96,91,90.5,A
7318b96d-4479-4612-9f5d-988f776abf09,61,66,50,89,66.5,B
d7c4fe9c-e1e0-4ffc-98f6-fd7f7eb162f1,70,86,93,80,82.25,A
09f64405-0b99-4034-8a4e-255280051b10,85,82,62,96,81.25,A
e4a4474c-9b33-43a4-a620-f9a974fd33d1,50,66,93,88,74.25,A
7d66971e-8847-4c56-827c-9f8cd40ac5e9,79,100,80,62,80.25,A
1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,74,93,72,92,82.75,A
a1173719-b023-40ea-9f41-e335b9aed8e4,55,60,90,90,73.75,A
b89f7039-a107-4c46-8634-17182ba6adb3,50,96,87,81,78.5,A
887b03e5-e980-4808-b5ac-824c2c55aef7,55,60,97,92,76.0,A
4c6a70f4-8ede-444d-876c-f68c3f1be0d0,61,84,70,97,78.0,A
b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,88,74,81,66,77.25,A
65001423-faeb-4d19-a550-8ea26133a34d,74,64,65,74,69.25,B
f48f709c-49a2-4441-8ac4-de854a5b1aff,89,99,62,73,80.75,A
36c7d6fa-7aa4-4052-bf51-936241a64fed,85,84,59,96,81.0,A
1bf645f6-2324-4211-8588-fc1bb2384849,80,75,99,84,84.5,A
39c59df9-87f2-45d6-a7ba-26acab7a3d1c,94,76,54,94,79.5,A
a723fb72-682b-463a-a86e-d390edd97a1a,85,84,97,56,80.5,A
c9b7c9bc-65a1-4fa9-9611-69a1ff46a6bf,63,58,55,68,61.0,B
a42d0cd7-fd35-4f6a-b450-388748d90846,70,65,68,69,68.0,B
b7f60cdf-41dc-4c60-a5f6-0735757b6b29,64,100,99,86,87.25,A
317304b5-c1dd-484a-aca5-8d95915a1c30,96,58,63,83,75.0,A
ef9240b6-52d7-4f10-ba3a-6e9623ff23d3,58,56,82,56,63.0,B
f0cd7f05-ea87-455e-a382-95d31e0ef546,56,87,63,84,72.5,A
ead08c89-13fe-4a29-9c9d-eee0b42a0456,72,88,67,90,79.25,A
89628f6e-929c-43b3-b3c0-8bf18167999f,97,73,51,60,70.25,A
b787ef8d-3495-411e-ae27-d4321dc1e7eb,76,97,75,98,86.5,A
21c71aa3-7414-43b5-8e3e-25f2cf0671c7,57,54,85,79,68.75,B
12b2102d-940c-4503-b7c8-6152beed0af9,62,91,55,60,67.0,B
e4eb8000-ef40-4162-8f6c-e9bffe7ee362,67,78,72,92,77.25,A
e42e707a-fe2b-4987-9fdc-abbf6b9cd71c,50,59,71,93,68.25,B
c194f97f-00e3-4026-95b6-de85390239d9,65,81,99,60,76.25,A
efad49e9-c41c-447e-9d6b-9b626b535a19,54,52,54,81,60.25,B
8570b59f-a903-4e67-bc56-8b5324acb722,64,53,50,74,60.25,B
bc36dc59-e134-4dfc-9777-7f10f2d2393f,100,79,95,94,92.0,A
582b91ee-f8e8-435b-8c00-988a7ee1011a,99,90,63,88,85.0,A
6883ac6e-6a94-4054-b241-4482519894d8,71,88,56,92,76.75,A
548c1d84-340d-4049-8147-65063e2bf9c9,68,71,62,75,69.0,B
d453f867-b97e-4224-891f-691217abb863,67,59,60,59,61.25,B
30a5648e-efe9-43d0-b639-08bf03ece8ff,83,52,69,71,68.75,B
0426fcc9-255b-40e2-bdc2-b74b38a56b49,81,54,91,75,75.25,A
f186e47a-a794-4320-8cf6-e8b87fd238c3,72,81,97,80,82.5,A
d6cd3155-08a8-4c7f-8621-38ad0f09105c,75,58,50,66,62.25,B
892621df-4655-48b7-b8e1-9f568787ea21,96,76,81,100,88.25,A
eb4d8f42-8735-40a2-a511-09611869a217,72,87,68,85,78.0,A
a879d8f8-9042-4eb7-8b04-0f53e63949d4,83,84,65,55,71.75,A
24e9bcfd-9647-4f9f-b508-507af622d842,99,77,90,61,81.75,A
905f9096-2996-46e2-8c9d-690713b22cec,69,66,52,85,68.0,B
bed63da0-8033-45c2-9413-d64db962c8a7,69,51,65,90,68.75,B
a255e1bb-0795-4c1f-938d-6b8cc607b1e9,67,79,98,79,80.75,A
4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,53,59,83,97,73.0,A
c8ad0899-b630-494d-a147-adeb277b0667,52,90,88,65,73.75,A
f165d779-0154-4950-976d-e21f1b46ebdc,77,69,83,84,78.25,A
6e54ac6d-2ff8-487e-9659-1c8921ebfaa9,73,82,100,64,79.75,A
3e245fbf-fa69-4cd2-be23-90f3e7bbaefc,63,100,74,74,77.75,A
44b64ec1-4d16-4049-84d7-df9a238b05b7,84,89,98,72,85.75,A
5c72aebd-13b1-4e59-885c-d7147bf69552,75,66,91,54,71.5,A
a6aa59e5-dc08-4f29-92d3-3488d0c30018,56,62,83,98,74.75,A
cc351e4f-703e-457f-b5ab-8466b5578b00,68,84,66,100,79.5,A
ac484366-68bd-40d7-8b88-1c32cbb02a8b,59,57,85,59,65.0,B
72f60958-12ef-4101-a082-786fca00ef58,88,72,73,77,77.5,A
2a9528c3-5ae1-4bad-aa29-60fda85894df,97,71,54,78,75.0,A
5fc64cd0-721e-4b1f-b895-89399342a09f,58,51,66,76,62.75,B
d4d13d55-1db6-4844-95fa-9483f633cc2d,79,57,66,88,72.5,A
8567c805-34f5-41c0-88c5-eb2a7490adeb,56,61,89,55,65.25,B
0b705933-4cde-4b6b-9132-567c51a40d2a,78,86,64,98,81.5,A
ccd015c1-ad59-40dd-9bff-3142a5e15b55,92,74,89,66,80.25,A
54bbbcf8-28fe-4761-8d49-fe3f2ca8f783,81,68,51,61,65.25,B
b4299924-c098-4750-8741-9b4834ae4abd,79,84,78,74,78.75,A
f7464c02-8718-44c1-bd4e-d26edcd5bfae,68,72,78,66,71.0,A
5a1baf0e-5911-46dc-9d3e-503a9645f0e4,80,56,83,51,67.5,B
1df05d18-4e2d-4255-bd13-1a3d1e2c2e7d,50,89,73,72,71.0,A
8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,92,90,90,65,84.25,A
7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,81,66,56,88,72.75,A
37f25d36-8bdd-4ee3-b0fd-6672b80f16c5,80,68,62,85,73.75,A
dc6dafff-59c2-4153-b06b-0f0c96822e22,67,86,66,64,70.75,A
d0437e4c-34e5-4699-88eb-e27a23a4e70e,95,72,52,77,74.0,A
83b0b35c-dba6-4df8-b3d0-4ffb44709848,82,63,99,73,79.25,A
c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,65,67,71,69,68.0,B
7466ef02-5e7b-42c8-a097-dedbefb3b939,87,94,94,66,85.25,A
52a74a41-44be-4486-bea5-a387363be5cb,89,78,71,67,76.25,A
c9ce44bd-7c3f-4add-9a38-5db590eeb067,63,55,64,51,58.25,C
d6321d31-c8ac-4fcf-a04d-4d14197dbae1,53,97,82,79,77.75,A
fde91c42-002c-4c22-b4de-5f7070f81dba,67,59,62,61,62.25,B
1519830c-4019-4303-9c45-7e4da79313b8,52,50,93,63,64.5,B
b9da5f8c-4e35-4a80-a027-9a186576a410,76,92,86,50,76.0,A
02106371-0260-4123-b1ef-e72aae13591e,79,72,52,97,75.0,A
5e1885c3-5037-4d6b-9a6b-6a7d1a38aad6,91,67,88,69,78.75,A
714011a1-afc2-4cfc-9db7-284b6965d1d1,86,83,86,64,79.75,A
bae1e137-96ee-40e5-9f87-3b46c0a0473a,91,52,100,63,76.5,A
a505da9c-46e7-4a2c-bf6e-ed9d23cbe943,75,65,85,77,75.5,A
9b5f8f39-848b-44f0-b498-17354d38e415,64,73,91,99,81.75,A
cb35097a-e5dd-48f1-88a7-38ab0df83e12,66,69,70,55,65.0,B
122dd7be-980b-481e-a359-5d1f7fe4a42e,80,58,60,63,65.25,B
6307d4d1-21c9-415d-9104-5a16ef15ab72,78,98,85,93,88.5,A
78946a15-c342-41db-ac3a-acdcaed54a46,99,55,50,94,74.5,A
373aedf8-431e-430f-8387-f74d1149d096,95,72,83,80,82.5,A
b66edbf4-a0ea-4251-8957-43a281b13b80,55,100,100,86,85.25,A
0e165b12-9bdc-40d1-9cbf-7b8c74102d5d,53,95,100,83,82.75,A
bba1aed9-44cd-4fdd-9f9b-141ec7f7bda1,80,51,77,81,72.25,A
82c299f0-7487-4772-bf03-86fa13badc91,85,87,85,71,82.0,A
00a85473-8242-4912-bda3-c1623a78b64a,99,51,65,96,77.75,A
b6ca1127-e9f8-4970-8d98-f9e28d888beb,86,85,77,99,86.75,A
0d7bec04-e6e5-4b32-ac5f-12ef8085c147,65,95,83,91,83.5,A
3e19fc1d-9f6a-4a65-bd54-da044dcd0009,99,90,98,94,95.25,A
bb82b796-3207-443e-86a0-7656c5c9fb91,99,51,88,67,76.25,A
061efb95-68f8-4063-aeb1-9ad201a1fb0f,61,97,99,66,80.75,A
55c3b2db-f374-490d-8274-ce40e09016b6,78,99,50,66,73.25,A
64988bde-cd02-44db-ad11-15d750a46c85,65,61,50,69,61.25,B
f18cccdc-131e-4723-bbcd-f203459ee674,77,81,70,89,79.25,A
7316ce64-2a14-4a96-9b0c-62eb27c8fc6c,93,77,63,90,80.75,A
73b0d676-3527-45c8-8534-ca08f6f24d1c,60,68,90,55,68.25,B
4de1087b-afa1-4a55-8ebe-abaa28597b34,96,87,59,71,78.25,A
4c80d33a-ad5b-43c8-8c88-0714837217e0,60,100,78,52,72.5,A
8e52fc42-73c3-44a6-9ac7-26b667863fb3,98,99,74,93,91.0,A
1f178f93-23c9-4a1e-8b37-1d97cdcc2d6a,100,56,74,50,70.0,A
7f0223bc-651e-4252-b974-4cded259f960,82,70,77,79,77.0,A
46653497-2fe9-42aa-a886-a01136f7a26c,95,95,82,66,84.5,A
a5b40983-3eeb-404a-9df2-372e9e825aae,93,88,76,68,81.25,A
fe7c80e9-a179-4e93-bfc8-25ac869bc00f,55,97,84,86,80.5,A
453b45fe-636c-4499-9254-aad3809cd839,60,91,90,55,74.0,A
47eb340d-c74e-48ff-8f89-569de550d736,94,52,69,78,73.25,A
fb8fe8c4-d8b4-4ead-9360-8edf382b5b86,85,55,91,50,70.25,A
b4157cea-0738-4ba4-9770-a3dbe9fa97e2,57,84,86,61,72.0,A
d631c383-3030-44d0-b2c8-47439027e770,68,53,51,90,65.5,B
9d37efb6-eafb-4e90-94ec-84ce002ccb25,82,60,56,95,73.25,A
de4379cb-d823-4076-8d6b-b03beb3537a0,56,97,56,79,72.0,A
bb7b6c05-2852-4ca2-b9d2-014a22ee7f07,62,63,88,62,68.75,B
2d7e4a45-2099-471f-8b65-7bccb0416f19,53,80,67,99,74.75,A
c55523ed-fe89-46c8-99cb-3540643ffdae,99,78,67,60,76.0,A
35adde88-43e4-4668-82ea-d2df725656e3,77,93,96,75,85.25,A
0c53644b-0053-4649-b86d-066b1ba827c6,78,60,89,77,76.0,A
088dbd82-d883-43f8-8c98-03de12de9e5a,60,64,65,97,71.5,A
